posts,annotations
cough nga naay dugo difficulty breathing difficulty breathing,"TB, PN, COVID"
cough nga naay dugo chest pain cough,"TB, PN, COVID"
chest pain chest pain pneumonia,"TB, PN, COVID"
diarrhea chest pain pneumonia,"TB, PN, COVID"
diarrhea chest pain difficulty breathing,"TB, PN, COVID"
chest pain difficulty breathing difficulty breathing,"TB, PN, COVID"
chest pain chest pain cough,"TB, PN, COVID"
diarrhea difficulty breathing pneumonia,"TB, PN, COVID"
chest pain chest pain difficulty breathing,"TB, PN, COVID"
cough nga naay dugo difficulty breathing pneumonia,"TB, PN, COVID"
chest pain high fever cough,"TB, PN, COVID"
diarrhea difficulty breathing cough,"TB, PN, COVID"
diarrhea difficulty breathing difficulty breathing,"TB, PN, COVID"
cough nga naay dugo high fever pneumonia runny nose,"TB, PN, COVID, AURI"
chest pain high fever cough sore throat,"TB, PN, COVID, AURI"
diarrhea chest pain cough sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing difficulty breathing sore throat,"TB, PN, COVID, AURI"
diarrhea chest pain cough sore throat,"TB, PN, COVID, AURI"
diarrhea chest pain difficulty breathing cough,"TB, PN, COVID, AURI"
chest pain high fever difficulty breathing runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo high fever cough sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain cough runny nose,"TB, PN, COVID, AURI"
diarrhea chest pain difficulty breathing sore throat,"TB, PN, COVID, AURI"
chest pain difficulty breathing difficulty breathing runny nose,"TB, PN, COVID, AURI"
diarrhea difficulty breathing difficulty breathing runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain pneumonia runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing cough cough,"TB, PN, COVID, AURI"
diarrhea high fever difficulty breathing sore throat,"TB, PN, COVID, AURI"
diarrhea high fever cough sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing difficulty breathing sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing difficulty breathing cough,"TB, PN, COVID, AURI"
cough nga naay dugo high fever difficulty breathing sore throat,"TB, PN, COVID, AURI"
diarrhea difficulty breathing cough sore throat,"TB, PN, COVID, AURI"
diarrhea high fever pneumonia sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing cough sore throat,"TB, PN, COVID, AURI"
diarrhea chest pain cough sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo high fever cough cough,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain pneumonia sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain difficulty breathing cough,"TB, PN, COVID, AURI"
cough nga naay dugo high fever difficulty breathing runny nose,"TB, PN, COVID, AURI"
chest pain difficulty breathing pneumonia sore throat,"TB, PN, COVID, AURI"
diarrhea difficulty breathing cough cough,"TB, PN, COVID, AURI"
chest pain chest pain pneumonia sore throat,"TB, PN, COVID, AURI"
diarrhea difficulty breathing cough runny nose,"TB, PN, COVID, AURI"
diarrhea difficulty breathing difficulty breathing cough,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing cough cough,"TB, PN, COVID, AURI"
diarrhea chest pain pneumonia runny nose,"TB, PN, COVID, AURI"
diarrhea difficulty breathing pneumonia cough,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing pneumonia runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo high fever cough runny nose,"TB, PN, COVID, AURI"
chest pain difficulty breathing cough runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing cough runny nose,"TB, PN, COVID, AURI"
chest pain chest pain difficulty breathing cough,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain difficulty breathing runny nose,"TB, PN, COVID, AURI"
diarrhea chest pain cough cough,"TB, PN, COVID, AURI"
chest pain high fever cough cough,"TB, PN, COVID, AURI"
diarrhea high fever cough cough,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing pneumonia cough,"TB, PN, COVID, AURI"
cough nga naay dugo high fever cough sore throat,"TB, PN, COVID, AURI"
chest pain difficulty breathing cough sore throat,"TB, PN, COVID, AURI"
chest pain difficulty breathing difficulty breathing sore throat,"TB, PN, COVID, AURI"
diarrhea chest pain pneumonia cough,"TB, PN, COVID, AURI"
cough nga naay dugo high fever pneumonia cough,"TB, PN, COVID, AURI"
chest pain chest pain difficulty breathing sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain cough cough,"TB, PN, COVID, AURI"
diarrhea difficulty breathing pneumonia cough,"TB, PN, COVID, AURI"
chest pain high fever pneumonia sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo high fever difficulty breathing sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo high fever cough runny nose,"TB, PN, COVID, AURI"
chest pain chest pain difficulty breathing cough,"TB, PN, COVID, AURI"
chest pain difficulty breathing pneumonia runny nose,"TB, PN, COVID, AURI"
chest pain chest pain cough runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo high fever cough cough,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing pneumonia cough,"TB, PN, COVID, AURI"
diarrhea chest pain difficulty breathing runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo high fever difficulty breathing runny nose,"TB, PN, COVID, AURI"
diarrhea difficulty breathing cough cough,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing difficulty breathing runny nose,"TB, PN, COVID, AURI"
chest pain difficulty breathing cough sore throat,"TB, PN, COVID, AURI"
chest pain chest pain pneumonia sore throat,"TB, PN, COVID, AURI"
diarrhea chest pain pneumonia cough,"TB, PN, COVID, AURI"
chest pain high fever pneumonia runny nose,"TB, PN, COVID, AURI"
diarrhea difficulty breathing difficulty breathing runny nose,"TB, PN, COVID, AURI"
chest pain difficulty breathing pneumonia cough,"TB, PN, COVID, AURI"
chest pain chest pain cough cough,"TB, PN, COVID, AURI"
chest pain high fever cough runny nose,"TB, PN, COVID, AURI"
chest pain chest pain difficulty breathing sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain cough cough,"TB, PN, COVID, AURI"
chest pain high fever cough sore throat,"TB, PN, COVID, AURI"
diarrhea high fever cough runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo difficulty breathing difficulty breathing sore throat,"TB, PN, COVID, AURI"
diarrhea high fever difficulty breathing cough,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain difficulty breathing sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo high fever difficulty breathing sore throat,"TB, PN, COVID, AURI"
chest pain high fever difficulty breathing sore throat,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain cough sore throat,"TB, PN, COVID, AURI"
diarrhea high fever pneumonia cough,"TB, PN, COVID, AURI"
diarrhea chest pain difficulty breathing cough,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain difficulty breathing runny nose,"TB, PN, COVID, AURI"
diarrhea high fever pneumonia runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo high fever cough cough,"TB, PN, COVID, AURI"
diarrhea chest pain difficulty breathing runny nose,"TB, PN, COVID, AURI"
cough nga naay dugo chest pain pneumonia sore throat,"TB, PN, COVID, AURI"
"Normal day today, nothing unusual.",X
I watched a movie in the cinema.,X
I bought a new book.,X
"We went on vacation in the province, it was fun.",X
I bought new shoes for my child.,X
"Let's eat halo-halo, it's very hot.",X
"We went on vacation in the province, it was fun.",X
"I walked around the plaza, it was fun.",X
The flowers in the garden are beautiful.,X
I bought new shoes for my child.,X
"We went on vacation in the province, it was fun.",X
"Let's eat halo-halo, it's very hot.",X
The flowers in the garden are beautiful.,X
"Let's eat halo-halo, it's very hot.",X
I bought a new book.,X
I bought new shoes for my child.,X
"We went on vacation in the province, it was fun.",X
I watched a movie in the cinema.,X
I watched a movie in the cinema.,X
"We went on vacation in the province, it was fun.",X
I watched a movie in the cinema.,X
"We went on vacation in the province, it was fun.",X
"We went on vacation in the province, it was fun.",X
"I have a new hobby, gardening.",X
"The sea is beautiful, let's swim.",X
I bought new shoes for my child.,X
"We went on vacation in the province, it was fun.",X
I bought new shoes for my child.,X
I bought new shoes for my child.,X
We played basketball in the neighborhood.,X
"Let's eat halo-halo, it's very hot.",X
I watched a movie in the cinema.,X
"I have a new hobby, gardening.",X
"I walked around the plaza, it was fun.",X
"I walked around the plaza, it was fun.",X
"I walked around the plaza, it was fun.",X
I bought new shoes for my child.,X
"The sea is beautiful, let's swim.",X
"I walked around the plaza, it was fun.",X
The flowers in the garden are beautiful.,X
I bought a new book.,X
I watched a movie in the cinema.,X
"I have a new hobby, gardening.",X
"I have a new hobby, gardening.",X
I bought a new book.,X
I bought a new book.,X
We played basketball in the neighborhood.,X
"Let's eat halo-halo, it's very hot.",X
The flowers in the garden are beautiful.,X
"We went on vacation in the province, it was fun.",X
"Let's eat halo-halo, it's very hot.",X
"The sea is beautiful, let's swim.",X
The flowers in the garden are beautiful.,X
"The sea is beautiful, let's swim.",X
I watched a movie in the cinema.,X
I watched a movie in the cinema.,X
"I walked around the plaza, it was fun.",X
I bought a new book.,X
I bought a new book.,X
We played basketball in the neighborhood.,X
"We went on vacation in the province, it was fun.",X
"We went on vacation in the province, it was fun.",X
We played basketball in the neighborhood.,X
"The sea is beautiful, let's swim.",X
I bought new shoes for my child.,X
"We went on vacation in the province, it was fun.",X
"I have a new hobby, gardening.",X
"I walked around the plaza, it was fun.",X
"Let's eat halo-halo, it's very hot.",X
We played basketball in the neighborhood.,X
"Let's eat halo-halo, it's very hot.",X
"Let's eat halo-halo, it's very hot.",X
"I have a new hobby, gardening.",X
I bought a new book.,X
The flowers in the garden are beautiful.,X
The flowers in the garden are beautiful.,X
"I have a new hobby, gardening.",X
I bought new shoes for my child.,X
"We went on vacation in the province, it was fun.",X
We played basketball in the neighborhood.,X
I bought a new book.,X
I bought new shoes for my child.,X
"The sea is beautiful, let's swim.",X
"Let's eat halo-halo, it's very hot.",X
I watched a movie in the cinema.,X
I bought a new book.,X
"I walked around the plaza, it was fun.",X
"I have a new hobby, gardening.",X
The flowers in the garden are beautiful.,X
"The sea is beautiful, let's swim.",X
I bought new shoes for my child.,X
"I have a new hobby, gardening.",X
"The sea is beautiful, let's swim.",X
"We went on vacation in the province, it was fun.",X
I watched a movie in the cinema.,X
"Let's eat halo-halo, it's very hot.",X
"Let's eat halo-halo, it's very hot.",X
"I walked around the plaza, it was fun.",X
I bought new shoes for my child.,X
"I have a new hobby, gardening.",X
"We went on vacation in the province, it was fun.",X
We played basketball in the neighborhood.,X
We played basketball in the neighborhood.,X
We played basketball in the neighborhood.,X
I bought new shoes for my child.,X
"I have a new hobby, gardening.",X
The flowers in the garden are beautiful.,X
We played basketball in the neighborhood.,X
The flowers in the garden are beautiful.,X
The flowers in the garden are beautiful.,X
"The sea is beautiful, let's swim.",X
The flowers in the garden are beautiful.,X
The flowers in the garden are beautiful.,X
I watched a movie in the cinema.,X
We played basketball in the neighborhood.,X
We played basketball in the neighborhood.,X
I bought a new book.,X
"The sea is beautiful, let's swim.",X
We played basketball in the neighborhood.,X
"Let's eat halo-halo, it's very hot.",X
"Let's eat halo-halo, it's very hot.",X
I bought a new book.,X
"We went on vacation in the province, it was fun.",X
"We went on vacation in the province, it was fun.",X
"We went on vacation in the province, it was fun.",X
"Let's eat halo-halo, it's very hot.",X
We played basketball in the neighborhood.,X
I bought new shoes for my child.,X
We played basketball in the neighborhood.,X
I watched a movie in the cinema.,X
"I walked around the plaza, it was fun.",X
"The sea is beautiful, let's swim.",X
I bought new shoes for my child.,X
The flowers in the garden are beautiful.,X
The flowers in the garden are beautiful.,X
"Let's eat halo-halo, it's very hot.",X
"The sea is beautiful, let's swim.",X
I bought a new book.,X
"I have a new hobby, gardening.",X
I bought a new book.,X
I bought new shoes for my child.,X
"I have a new hobby, gardening.",X
"We went on vacation in the province, it was fun.",X
The flowers in the garden are beautiful.,X
I bought a new book.,X
"The sea is beautiful, let's swim.",X
I bought new shoes for my child.,X
We played basketball in the neighborhood.,X
We played basketball in the neighborhood.,X
I bought a new book.,X
"The sea is beautiful, let's swim.",X
"I have a new hobby, gardening.",X
I watched a movie in the cinema.,X
"We went on vacation in the province, it was fun.",X
"I have a new hobby, gardening.",X
"The sea is beautiful, let's swim.",X
"Let's eat halo-halo, it's very hot.",X
I bought new shoes for my child.,X
"I walked around the plaza, it was fun.",X
I bought a new book.,X
The flowers in the garden are beautiful.,X
We played basketball in the neighborhood.,X
"I walked around the plaza, it was fun.",X
I bought new shoes for my child.,X
I watched a movie in the cinema.,X
"I have a new hobby, gardening.",X
We played basketball in the neighborhood.,X
"I have a new hobby, gardening.",X
"Let's eat halo-halo, it's very hot.",X
"The sea is beautiful, let's swim.",X
The flowers in the garden are beautiful.,X
I bought new shoes for my child.,X
"I walked around the plaza, it was fun.",X
"We went on vacation in the province, it was fun.",X
"The sea is beautiful, let's swim.",X
"We went on vacation in the province, it was fun.",X
I bought new shoes for my child.,X
"I walked around the plaza, it was fun.",X
I watched a movie in the cinema.,X
"I have a new hobby, gardening.",X
I bought a new book.,X
"We went on vacation in the province, it was fun.",X
"The sea is beautiful, let's swim.",X
"We went on vacation in the province, it was fun.",X
"Let's eat halo-halo, it's very hot.",X
"I have a new hobby, gardening.",X
The flowers in the garden are beautiful.,X
I watched a movie in the cinema.,X
"We went on vacation in the province, it was fun.",X
"We went on vacation in the province, it was fun.",X
We played basketball in the neighborhood.,X
"The sea is beautiful, let's swim.",X
I bought a new book.,X
I bought a new book.,X
"Let's eat halo-halo, it's very hot.",X
"The sea is beautiful, let's swim.",X
"The sea is beautiful, let's swim.",X
"I walked around the plaza, it was fun.",X
We played basketball in the neighborhood.,X
The flowers in the garden are beautiful.,X
"I walked around the plaza, it was fun.",X
I bought new shoes for my child.,X
"We went on vacation in the province, it was fun.",X
We played basketball in the neighborhood.,X
"I walked around the plaza, it was fun.",X
"Let's eat halo-halo, it's very hot.",X
We played basketball in the neighborhood.,X
"Let's eat halo-halo, it's very hot.",X
"The sea is beautiful, let's swim.",X
The flowers in the garden are beautiful.,X
I bought new shoes for my child.,X
I bought a new book.,X
We played basketball in the neighborhood.,X
I bought a new book.,X
"Let's eat halo-halo, it's very hot.",X
"I have a new hobby, gardening.",X
"I have a new hobby, gardening.",X
The flowers in the garden are beautiful.,X
I bought new shoes for my child.,X
"I walked around the plaza, it was fun.",X
"We went on vacation in the province, it was fun.",X
We played basketball in the neighborhood.,X
We played basketball in the neighborhood.,X
I watched a movie in the cinema.,X
"We went on vacation in the province, it was fun.",X
"Let's eat halo-halo, it's very hot.",X
"The sea is beautiful, let's swim.",X
"The sea is beautiful, let's swim.",X
I bought new shoes for my child.,X
"We went on vacation in the province, it was fun.",X
"Let's eat halo-halo, it's very hot.",X
I bought a new book.,X
The flowers in the garden are beautiful.,X
"I walked around the plaza, it was fun.",X
"I walked around the plaza, it was fun.",X
"I have a new hobby, gardening.",X
"The sea is beautiful, let's swim.",X
"The sea is beautiful, let's swim.",X
I watched a movie in the cinema.,X
"We went on vacation in the province, it was fun.",X
"The sea is beautiful, let's swim.",X
"We went on vacation in the province, it was fun.",X
The flowers in the garden are beautiful.,X
We played basketball in the neighborhood.,X
"Let's eat halo-halo, it's very hot.",X
"I have a new hobby, gardening.",X
"The sea is beautiful, let's swim.",X
"I walked around the plaza, it was fun.",X
I watched a movie in the cinema.,X
"I have a new hobby, gardening.",X
The flowers in the garden are beautiful.,X
"I have a new hobby, gardening.",X
"I walked around the plaza, it was fun.",X
"We went on vacation in the province, it was fun.",X
"We went on vacation in the province, it was fun.",X
I bought a new book.,X
