posts,annotations
pagtatae hirap sa paghinga pulmonya,"TB, PN, COVID"
sakit sa dibdib sakit sa dibdib hirap sa paghinga,"TB, PN, COVID"
ubo na may dugo hirap sa paghinga pulmonya,"TB, PN, COVID"
sakit sa dibdib mataas na lagnat ubo,"TB, PN, COVID"
pagtatae hirap sa paghinga ubo,"TB, PN, COVID"
pagtatae hirap sa paghinga hirap sa paghinga,"TB, PN, COVID"
ubo na may dugo mataas na lagnat pulmonya sipon,"TB, PN, COVID, AURI"
sakit sa dibdib mataas na lagnat ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib hirap sa paghinga ubo,"TB, PN, COVID, AURI"
sakit sa dibdib mataas na lagnat hirap sa paghinga sipon,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib ubo sipon,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga hirap sa paghinga sipon,"TB, PN, COVID, AURI"
pagtatae hirap sa paghinga hirap sa paghinga sipon,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib pulmonya sipon,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga ubo ubo,"TB, PN, COVID, AURI"
pagtatae mataas na lagnat hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae mataas na lagnat ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga hirap sa paghinga ubo,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae hirap sa paghinga ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae mataas na lagnat pulmonya masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat ubo ubo,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib pulmonya masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib hirap sa paghinga ubo,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat hirap sa paghinga sipon,"TB, PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga pulmonya masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae hirap sa paghinga ubo ubo,"TB, PN, COVID, AURI"
sakit sa dibdib sakit sa dibdib pulmonya masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae hirap sa paghinga ubo sipon,"TB, PN, COVID, AURI"
pagtatae hirap sa paghinga hirap sa paghinga ubo,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga ubo ubo,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib pulmonya sipon,"TB, PN, COVID, AURI"
pagtatae hirap sa paghinga pulmonya ubo,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga pulmonya sipon,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat ubo sipon,"TB, PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga ubo sipon,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga ubo sipon,"TB, PN, COVID, AURI"
sakit sa dibdib sakit sa dibdib hirap sa paghinga ubo,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib hirap sa paghinga sipon,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib ubo ubo,"TB, PN, COVID, AURI"
sakit sa dibdib mataas na lagnat ubo ubo,"TB, PN, COVID, AURI"
pagtatae mataas na lagnat ubo ubo,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga pulmonya ubo,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib pulmonya ubo,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat pulmonya ubo,"TB, PN, COVID, AURI"
sakit sa dibdib sakit sa dibdib hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib ubo ubo,"TB, PN, COVID, AURI"
pagtatae hirap sa paghinga pulmonya ubo,"TB, PN, COVID, AURI"
sakit sa dibdib mataas na lagnat pulmonya masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat ubo sipon,"TB, PN, COVID, AURI"
sakit sa dibdib sakit sa dibdib hirap sa paghinga ubo,"TB, PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga pulmonya sipon,"TB, PN, COVID, AURI"
sakit sa dibdib sakit sa dibdib ubo sipon,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat ubo ubo,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga pulmonya ubo,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib hirap sa paghinga sipon,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat hirap sa paghinga sipon,"TB, PN, COVID, AURI"
pagtatae hirap sa paghinga ubo ubo,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga hirap sa paghinga sipon,"TB, PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
sakit sa dibdib sakit sa dibdib pulmonya masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib pulmonya ubo,"TB, PN, COVID, AURI"
sakit sa dibdib mataas na lagnat pulmonya sipon,"TB, PN, COVID, AURI"
pagtatae hirap sa paghinga hirap sa paghinga sipon,"TB, PN, COVID, AURI"
sakit sa dibdib hirap sa paghinga pulmonya ubo,"TB, PN, COVID, AURI"
sakit sa dibdib sakit sa dibdib ubo ubo,"TB, PN, COVID, AURI"
sakit sa dibdib mataas na lagnat ubo sipon,"TB, PN, COVID, AURI"
sakit sa dibdib sakit sa dibdib hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib ubo ubo,"TB, PN, COVID, AURI"
sakit sa dibdib mataas na lagnat ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae mataas na lagnat ubo sipon,"TB, PN, COVID, AURI"
ubo na may dugo hirap sa paghinga hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae mataas na lagnat hirap sa paghinga ubo,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
sakit sa dibdib mataas na lagnat hirap sa paghinga masakit ang lalamunan,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib ubo masakit ang lalamunan,"TB, PN, COVID, AURI"
pagtatae mataas na lagnat pulmonya ubo,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib hirap sa paghinga ubo,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib hirap sa paghinga sipon,"TB, PN, COVID, AURI"
pagtatae mataas na lagnat pulmonya sipon,"TB, PN, COVID, AURI"
ubo na may dugo mataas na lagnat ubo ubo,"TB, PN, COVID, AURI"
pagtatae sakit sa dibdib hirap sa paghinga sipon,"TB, PN, COVID, AURI"
ubo na may dugo sakit sa dibdib pulmonya masakit ang lalamunan,"TB, PN, COVID, AURI"
"Normal na araw ngayon, walang kakaiba.",X
Nanood ako ng pelikula sa sinehan.,X
Binilhan ko ng bagong libro.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"Naglakad-lakad ako sa plaza, masaya.",X
Ang ganda ng mga bulaklak sa garden.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Ang ganda ng mga bulaklak sa garden.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Binilhan ko ng bagong libro.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Nanood ako ng pelikula sa sinehan.,X
Nanood ako ng pelikula sa sinehan.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Nanood ako ng pelikula sa sinehan.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"May bago akong libangan, pag-gardening.",X
"Ang ganda ng dagat, tara maligo.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
Naglaro kami ng basketball sa barangay.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Nanood ako ng pelikula sa sinehan.,X
"May bago akong libangan, pag-gardening.",X
"Naglakad-lakad ako sa plaza, masaya.",X
"Naglakad-lakad ako sa plaza, masaya.",X
"Naglakad-lakad ako sa plaza, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Ang ganda ng dagat, tara maligo.",X
"Naglakad-lakad ako sa plaza, masaya.",X
Ang ganda ng mga bulaklak sa garden.,X
Binilhan ko ng bagong libro.,X
Nanood ako ng pelikula sa sinehan.,X
"May bago akong libangan, pag-gardening.",X
"May bago akong libangan, pag-gardening.",X
Binilhan ko ng bagong libro.,X
Binilhan ko ng bagong libro.,X
Naglaro kami ng basketball sa barangay.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Ang ganda ng mga bulaklak sa garden.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Ang ganda ng dagat, tara maligo.",X
Ang ganda ng mga bulaklak sa garden.,X
"Ang ganda ng dagat, tara maligo.",X
Nanood ako ng pelikula sa sinehan.,X
Nanood ako ng pelikula sa sinehan.,X
"Naglakad-lakad ako sa plaza, masaya.",X
Binilhan ko ng bagong libro.,X
Binilhan ko ng bagong libro.,X
Naglaro kami ng basketball sa barangay.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Naglaro kami ng basketball sa barangay.,X
"Ang ganda ng dagat, tara maligo.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"May bago akong libangan, pag-gardening.",X
"Naglakad-lakad ako sa plaza, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Naglaro kami ng basketball sa barangay.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"May bago akong libangan, pag-gardening.",X
Binilhan ko ng bagong libro.,X
Ang ganda ng mga bulaklak sa garden.,X
Ang ganda ng mga bulaklak sa garden.,X
"May bago akong libangan, pag-gardening.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Naglaro kami ng basketball sa barangay.,X
Binilhan ko ng bagong libro.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Ang ganda ng dagat, tara maligo.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Nanood ako ng pelikula sa sinehan.,X
Binilhan ko ng bagong libro.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"May bago akong libangan, pag-gardening.",X
Ang ganda ng mga bulaklak sa garden.,X
"Ang ganda ng dagat, tara maligo.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"May bago akong libangan, pag-gardening.",X
"Ang ganda ng dagat, tara maligo.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Nanood ako ng pelikula sa sinehan.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Naglakad-lakad ako sa plaza, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"May bago akong libangan, pag-gardening.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Naglaro kami ng basketball sa barangay.,X
Naglaro kami ng basketball sa barangay.,X
Naglaro kami ng basketball sa barangay.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"May bago akong libangan, pag-gardening.",X
Ang ganda ng mga bulaklak sa garden.,X
Naglaro kami ng basketball sa barangay.,X
Ang ganda ng mga bulaklak sa garden.,X
Ang ganda ng mga bulaklak sa garden.,X
"Ang ganda ng dagat, tara maligo.",X
Ang ganda ng mga bulaklak sa garden.,X
Ang ganda ng mga bulaklak sa garden.,X
Nanood ako ng pelikula sa sinehan.,X
Naglaro kami ng basketball sa barangay.,X
Naglaro kami ng basketball sa barangay.,X
Binilhan ko ng bagong libro.,X
"Ang ganda ng dagat, tara maligo.",X
Naglaro kami ng basketball sa barangay.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Binilhan ko ng bagong libro.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Naglaro kami ng basketball sa barangay.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
Naglaro kami ng basketball sa barangay.,X
Nanood ako ng pelikula sa sinehan.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"Ang ganda ng dagat, tara maligo.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
Ang ganda ng mga bulaklak sa garden.,X
Ang ganda ng mga bulaklak sa garden.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Ang ganda ng dagat, tara maligo.",X
Binilhan ko ng bagong libro.,X
"May bago akong libangan, pag-gardening.",X
Binilhan ko ng bagong libro.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"May bago akong libangan, pag-gardening.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Ang ganda ng mga bulaklak sa garden.,X
Binilhan ko ng bagong libro.,X
"Ang ganda ng dagat, tara maligo.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
Naglaro kami ng basketball sa barangay.,X
Naglaro kami ng basketball sa barangay.,X
Binilhan ko ng bagong libro.,X
"Ang ganda ng dagat, tara maligo.",X
"May bago akong libangan, pag-gardening.",X
Nanood ako ng pelikula sa sinehan.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"May bago akong libangan, pag-gardening.",X
"Ang ganda ng dagat, tara maligo.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Naglakad-lakad ako sa plaza, masaya.",X
Binilhan ko ng bagong libro.,X
Ang ganda ng mga bulaklak sa garden.,X
Naglaro kami ng basketball sa barangay.,X
"Naglakad-lakad ako sa plaza, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
Nanood ako ng pelikula sa sinehan.,X
"May bago akong libangan, pag-gardening.",X
Naglaro kami ng basketball sa barangay.,X
"May bago akong libangan, pag-gardening.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Ang ganda ng dagat, tara maligo.",X
Ang ganda ng mga bulaklak sa garden.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"Ang ganda ng dagat, tara maligo.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Naglakad-lakad ako sa plaza, masaya.",X
Nanood ako ng pelikula sa sinehan.,X
"May bago akong libangan, pag-gardening.",X
Binilhan ko ng bagong libro.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Ang ganda ng dagat, tara maligo.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"May bago akong libangan, pag-gardening.",X
Ang ganda ng mga bulaklak sa garden.,X
Nanood ako ng pelikula sa sinehan.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Naglaro kami ng basketball sa barangay.,X
"Ang ganda ng dagat, tara maligo.",X
Binilhan ko ng bagong libro.,X
Binilhan ko ng bagong libro.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Ang ganda ng dagat, tara maligo.",X
"Ang ganda ng dagat, tara maligo.",X
"Naglakad-lakad ako sa plaza, masaya.",X
Naglaro kami ng basketball sa barangay.,X
Ang ganda ng mga bulaklak sa garden.,X
"Naglakad-lakad ako sa plaza, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Naglaro kami ng basketball sa barangay.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Naglaro kami ng basketball sa barangay.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Ang ganda ng dagat, tara maligo.",X
Ang ganda ng mga bulaklak sa garden.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
Binilhan ko ng bagong libro.,X
Naglaro kami ng basketball sa barangay.,X
Binilhan ko ng bagong libro.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"May bago akong libangan, pag-gardening.",X
"May bago akong libangan, pag-gardening.",X
Ang ganda ng mga bulaklak sa garden.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Naglaro kami ng basketball sa barangay.,X
Naglaro kami ng basketball sa barangay.,X
Nanood ako ng pelikula sa sinehan.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Ang ganda ng dagat, tara maligo.",X
"Ang ganda ng dagat, tara maligo.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Binilhan ko ng bagong libro.,X
Ang ganda ng mga bulaklak sa garden.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"Naglakad-lakad ako sa plaza, masaya.",X
"May bago akong libangan, pag-gardening.",X
"Ang ganda ng dagat, tara maligo.",X
"Ang ganda ng dagat, tara maligo.",X
Nanood ako ng pelikula sa sinehan.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Ang ganda ng dagat, tara maligo.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Ang ganda ng mga bulaklak sa garden.,X
Naglaro kami ng basketball sa barangay.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"May bago akong libangan, pag-gardening.",X
"Ang ganda ng dagat, tara maligo.",X
"Naglakad-lakad ako sa plaza, masaya.",X
Nanood ako ng pelikula sa sinehan.,X
"May bago akong libangan, pag-gardening.",X
Ang ganda ng mga bulaklak sa garden.,X
"May bago akong libangan, pag-gardening.",X
"Naglakad-lakad ako sa plaza, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Binilhan ko ng bagong libro.,X
"May bago akong libangan, pag-gardening.",X
"May bago akong libangan, pag-gardening.",X
"Naglakad-lakad ako sa plaza, masaya.",X
Naglaro kami ng basketball sa barangay.,X
Ang ganda ng mga bulaklak sa garden.,X
"Nagbakasyon kami sa probinsya, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"Ang ganda ng dagat, tara maligo.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Ang ganda ng mga bulaklak sa garden.,X
Ang ganda ng mga bulaklak sa garden.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Nanood ako ng pelikula sa sinehan.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
Ang ganda ng mga bulaklak sa garden.,X
Ang ganda ng mga bulaklak sa garden.,X
Nanood ako ng pelikula sa sinehan.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"Naglakad-lakad ako sa plaza, masaya.",X
Ang ganda ng mga bulaklak sa garden.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Naglaro kami ng basketball sa barangay.,X
Naglaro kami ng basketball sa barangay.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
Ang ganda ng mga bulaklak sa garden.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Ang ganda ng mga bulaklak sa garden.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
Nanood ako ng pelikula sa sinehan.,X
"Ang ganda ng dagat, tara maligo.",X
"May bago akong libangan, pag-gardening.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Nanood ako ng pelikula sa sinehan.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Naglakad-lakad ako sa plaza, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"May bago akong libangan, pag-gardening.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Nanood ako ng pelikula sa sinehan.,X
"May bago akong libangan, pag-gardening.",X
Naglaro kami ng basketball sa barangay.,X
"Nagbakasyon kami sa probinsya, masaya.",X
Ang ganda ng mga bulaklak sa garden.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
Nanood ako ng pelikula sa sinehan.,X
Binilhan ko ng bagong libro.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
Ang ganda ng mga bulaklak sa garden.,X
Nanood ako ng pelikula sa sinehan.,X
Ang ganda ng mga bulaklak sa garden.,X
Ang ganda ng mga bulaklak sa garden.,X
Binilhan ko ng bagong sapatos ang anak ko.,X
Nanood ako ng pelikula sa sinehan.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Nanood ako ng pelikula sa sinehan.,X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Ang ganda ng dagat, tara maligo.",X
"Ang ganda ng dagat, tara maligo.",X
"Ang ganda ng dagat, tara maligo.",X
Nanood ako ng pelikula sa sinehan.,X
"May bago akong libangan, pag-gardening.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
"Ang ganda ng dagat, tara maligo.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
Naglaro kami ng basketball sa barangay.,X
Ang ganda ng mga bulaklak sa garden.,X
Ang ganda ng mga bulaklak sa garden.,X
"Ang ganda ng dagat, tara maligo.",X
Nanood ako ng pelikula sa sinehan.,X
"May bago akong libangan, pag-gardening.",X
"Naglakad-lakad ako sa plaza, masaya.",X
"Naglakad-lakad ako sa plaza, masaya.",X
"Kain tayo ng halo-halo, sobrang init ng panahon.",X
"May bago akong libangan, pag-gardening.",X
"May bago akong libangan, pag-gardening.",X
"Naglakad-lakad ako sa plaza, masaya.",X
Nanood ako ng pelikula sa sinehan.,X
"Naglakad-lakad ako sa plaza, masaya.",X
"Ang ganda ng dagat, tara maligo.",X
"Nagbakasyon kami sa probinsya, masaya.",X
"Nagbakasyon kami sa probinsya, masaya.",X
Binilhan ko ng bagong sapatos ang anak ko.,X
